product_a_id,product_b_id,times_bought_together
2f5c38f8-dae8-46cd-aa98-174f3825e534,4c12e5cb-6bb0-4599-bb33-028ff50e0055,2
2f8ac4a5-52fc-46b9-85c9-32a3d95aad31,7265e1f1-69ab-45ff-8754-aa5875951df4,2
2f8ac4a5-52fc-46b9-85c9-32a3d95aad31,919f696b-1d4c-4f96-8dfa-41344c6619de,2
2f8ac4a5-52fc-46b9-85c9-32a3d95aad31,f2fbc5db-24f5-4625-91ce-2bd68cfa7d55,2
2f8ac4a5-52fc-46b9-85c9-32a3d95aad31,fe08c80d-9561-4277-945e-117270001115,2
344f06b6-9ccb-4586-a522-2d1b6ed3a9ab,8d9f8782-cf52-4ced-8685-d2acf09fcef2,2
344f06b6-9ccb-4586-a522-2d1b6ed3a9ab,c2a0609e-8eb6-41c6-93b8-2a3f7e2c4348,2
36d8b395-38e2-4ae8-8af5-63baa9e4a71e,458c3369-a545-485d-9a76-9216c49bdf15,2
36d8b395-38e2-4ae8-8af5-63baa9e4a71e,ca7d6e76-3f66-4c1a-a9a7-61df767091da,2
37340e03-3c2a-4dd4-ada7-ce8d18ed454f,7265e1f1-69ab-45ff-8754-aa5875951df4,2
399005e8-efc8-4053-808d-431e9b7c43db,6068dbef-2e18-4064-9ca0-9c09fdf5b326,2
399005e8-efc8-4053-808d-431e9b7c43db,bafca65a-3469-434d-a029-ad3d7a0aaa84,2
399005e8-efc8-4053-808d-431e9b7c43db,bc9e7d89-06d2-4530-918b-476dd9e81bda,2
399005e8-efc8-4053-808d-431e9b7c43db,d65e12eb-8720-4673-b01e-105aeeb16614,2
39c8c190-387d-4b26-bdf5-46b1f3aabd10,68a3734f-3595-4ba7-9692-1651cec92820,2
3f6ab946-7e85-4c0b-a9f9-59a7c2f67613,5713cb13-8571-4449-a291-13326da78f36,2
4145db9f-7c36-4565-ae51-e08354ab4b71,444c9514-f3ba-47ae-9f8e-9911266de8a5,2
4145db9f-7c36-4565-ae51-e08354ab4b71,770e0d8d-4f2a-4fb3-815a-54a29d676689,2
4145db9f-7c36-4565-ae51-e08354ab4b71,8bc65aa4-9e9c-4bd7-940a-9eead1b6b2b1,2
4145db9f-7c36-4565-ae51-e08354ab4b71,9de2163c-3f46-4d86-9755-2dd83cf6deb1,2
455bf2f5-02e6-4dba-91ec-f6e557c31c20,6e0bbedb-b70b-401a-b11b-6af51616a247,2
45901d75-e120-4a33-af2a-118d3c4b3e72,ca7d6e76-3f66-4c1a-a9a7-61df767091da,2
5ce22902-08ea-48e1-85cd-512763b762bd,8a7e16e4-5d15-43cf-8fbb-e66d97ae5011,2
5dfcbbeb-624c-4b9b-bbbd-86575739ea3b,65e0693f-c909-466d-92c2-df24f685d8dd,2
603cc7e5-5828-4d62-aaed-581ace203f5f,eefc49cc-6670-4d6a-a55a-c526de0a501a,2
6068dbef-2e18-4064-9ca0-9c09fdf5b326,f72c9dbe-18f7-4ab8-a287-faaff2e549d7,2
6068dbef-2e18-4064-9ca0-9c09fdf5b326,f79217ee-b1e6-41a5-846c-991c27e25a60,2
6183c2d7-d1e1-40b4-bdaf-4d66849a18c9,b87af828-e75a-496c-83a8-4a7cbcc83211,2
63e42117-5381-4f96-820a-5ab787e8e1b0,c2a0609e-8eb6-41c6-93b8-2a3f7e2c4348,2
68a3734f-3595-4ba7-9692-1651cec92820,bafca65a-3469-434d-a029-ad3d7a0aaa84,2
68a3734f-3595-4ba7-9692-1651cec92820,f72c9dbe-18f7-4ab8-a287-faaff2e549d7,2
6e0bbedb-b70b-401a-b11b-6af51616a247,8c948af0-74c8-4aba-8b45-b0d339b393e4,2
6e0bbedb-b70b-401a-b11b-6af51616a247,e9517bed-20cc-48e1-b5b6-26e118dda0b6,2
70f0f8d3-6f6a-4593-8612-775c140bc4c2,d528b497-fb5e-44de-9cb4-1915a6b7e52b,2
70f0f8d3-6f6a-4593-8612-775c140bc4c2,ed938a74-95eb-4635-a34d-5f633c5a676e,2
7265e1f1-69ab-45ff-8754-aa5875951df4,919f696b-1d4c-4f96-8dfa-41344c6619de,2
75bbf6cf-8e7f-4b0e-a3ea-0b4c4f106691,9de2163c-3f46-4d86-9755-2dd83cf6deb1,2
770e0d8d-4f2a-4fb3-815a-54a29d676689,8bc65aa4-9e9c-4bd7-940a-9eead1b6b2b1,2
770e0d8d-4f2a-4fb3-815a-54a29d676689,9de2163c-3f46-4d86-9755-2dd83cf6deb1,2
7931d8a6-c4ea-4f1f-bd55-45c08c88453d,cd4a9090-b49f-4fc4-a461-5a48258e07c0,2
836c8c18-fa1b-4436-8adf-c3d48ae38b69,8fc00801-27ad-420c-91cf-e8aec04652b2,2
836c8c18-fa1b-4436-8adf-c3d48ae38b69,ca7d6e76-3f66-4c1a-a9a7-61df767091da,2
8402c768-8884-4812-84e3-068073995695,978a94d5-d3a9-408a-a95d-c4da7cdcafa1,2
8409b533-342b-40a1-8f2a-416c48cbe60f,c3201119-dd99-4844-8a46-a4c38f9d13a8,2
8a2c3053-9e38-44d4-a447-630ddb0ae9d8,ed938a74-95eb-4635-a34d-5f633c5a676e,2
8fc00801-27ad-420c-91cf-e8aec04652b2,ca7d6e76-3f66-4c1a-a9a7-61df767091da,2
8fc00801-27ad-420c-91cf-e8aec04652b2,dff7fc36-93b8-46ad-be02-0cfd8e16321c,2
8fec0457-fcf4-416c-9181-050aa4c77f2f,e82d9954-23ea-4ec4-b9a4-5be78fbef0d2,2
919f696b-1d4c-4f96-8dfa-41344c6619de,f2fbc5db-24f5-4625-91ce-2bd68cfa7d55,2
919f696b-1d4c-4f96-8dfa-41344c6619de,fe08c80d-9561-4277-945e-117270001115,2
978a94d5-d3a9-408a-a95d-c4da7cdcafa1,b00ff951-8512-4ee1-8d43-710964ff4f7c,2
a3606d70-ed33-492c-871a-f7c1e055f6d8,c2a0609e-8eb6-41c6-93b8-2a3f7e2c4348,2
a891b765-15af-46ff-a9b8-36e8ede78009,be66e959-3f23-4474-95a2-c6760f10f136,2
a891b765-15af-46ff-a9b8-36e8ede78009,c35f5e7b-0ec2-4834-9bc9-7b3eecb27948,2
abb43f45-10fe-4e10-b97f-9a87c37f293d,bedb6e51-4bcd-4118-af31-50856deb400d,2
b3f6d25a-4622-46df-b4e9-2bdf4df2b233,cd30c7ac-ef7b-4e6e-8e2f-2fafca89622d,2
bafca65a-3469-434d-a029-ad3d7a0aaa84,d65e12eb-8720-4673-b01e-105aeeb16614,2
bafca65a-3469-434d-a029-ad3d7a0aaa84,d728142a-d47a-4cde-82cf-b1c2b3c01bd0,2
bedb6e51-4bcd-4118-af31-50856deb400d,ca2fffcd-485e-4b99-9a3e-3ec13c5833b4,2
c8b41ca4-42d9-4554-9412-ece665018f51,e33bd26c-af47-4746-a96d-2b234136ccb7,2
cf062282-f655-45d1-ac4f-870b4a2580f7,fe3093e8-16f8-4fbe-bd82-4a1364cc88fb,2
d470d5a7-9640-43b4-85a8-1b84dc3a99c9,f72c9dbe-18f7-4ab8-a287-faaff2e549d7,2
d65e12eb-8720-4673-b01e-105aeeb16614,d728142a-d47a-4cde-82cf-b1c2b3c01bd0,2
d65e12eb-8720-4673-b01e-105aeeb16614,f72c9dbe-18f7-4ab8-a287-faaff2e549d7,2
d8e50106-8fdd-448d-9b5f-a779d69cd1da,f56f812d-23c0-4555-a288-769161002128,2
e33bd26c-af47-4746-a96d-2b234136ccb7,fe3093e8-16f8-4fbe-bd82-4a1364cc88fb,2
ed938a74-95eb-4635-a34d-5f633c5a676e,fe3093e8-16f8-4fbe-bd82-4a1364cc88fb,2
f2fbc5db-24f5-4625-91ce-2bd68cfa7d55,fe08c80d-9561-4277-945e-117270001115,2
01c01ea1-9272-446d-aae3-faceac7f155d,2f5c38f8-dae8-46cd-aa98-174f3825e534,1
01c01ea1-9272-446d-aae3-faceac7f155d,341649ae-5f0b-4671-87f0-464d71372265,1
01c01ea1-9272-446d-aae3-faceac7f155d,455bf2f5-02e6-4dba-91ec-f6e557c31c20,1
01c01ea1-9272-446d-aae3-faceac7f155d,4c12e5cb-6bb0-4599-bb33-028ff50e0055,1
01c01ea1-9272-446d-aae3-faceac7f155d,54204414-198c-467c-a9dc-d23e73eb24ec,1
034afac9-d400-420d-9ef4-dada0aa78179,06c20ebc-c178-4215-a193-ca593c49ba1d,1
034afac9-d400-420d-9ef4-dada0aa78179,45901d75-e120-4a33-af2a-118d3c4b3e72,1
034afac9-d400-420d-9ef4-dada0aa78179,5943bd66-bbba-4a9b-ad72-a590e91e20d9,1
034afac9-d400-420d-9ef4-dada0aa78179,dff7fc36-93b8-46ad-be02-0cfd8e16321c,1
060a4cc1-9f3e-46b5-a6ad-cd5bbf4e4252,20fd4a1f-ecff-45c0-8921-08e7915fb8bb,1
060a4cc1-9f3e-46b5-a6ad-cd5bbf4e4252,2d9e80be-4bb9-4d60-b62f-737ed059ee36,1
060a4cc1-9f3e-46b5-a6ad-cd5bbf4e4252,4690607f-11f8-4ca4-8c43-0531e4161ab8,1
060a4cc1-9f3e-46b5-a6ad-cd5bbf4e4252,87828e49-df43-46c0-9748-7fb4e2d95407,1
060a4cc1-9f3e-46b5-a6ad-cd5bbf4e4252,b3f6d25a-4622-46df-b4e9-2bdf4df2b233,1
060a4cc1-9f3e-46b5-a6ad-cd5bbf4e4252,cd4a9090-b49f-4fc4-a461-5a48258e07c0,1
06c20ebc-c178-4215-a193-ca593c49ba1d,36d8b395-38e2-4ae8-8af5-63baa9e4a71e,1
06c20ebc-c178-4215-a193-ca593c49ba1d,8402c768-8884-4812-84e3-068073995695,1
06c20ebc-c178-4215-a193-ca593c49ba1d,ca7d6e76-3f66-4c1a-a9a7-61df767091da,1
06c20ebc-c178-4215-a193-ca593c49ba1d,dff7fc36-93b8-46ad-be02-0cfd8e16321c,1
06c20ebc-c178-4215-a193-ca593c49ba1d,e3f0befc-7c78-48a8-b8f3-833a3d915662,1
06d2ba12-b5b8-4095-95fd-58b4ac14468e,2af61f1e-114b-408f-88f2-434ea373a39e,1
06d2ba12-b5b8-4095-95fd-58b4ac14468e,37340e03-3c2a-4dd4-ada7-ce8d18ed454f,1
06d2ba12-b5b8-4095-95fd-58b4ac14468e,7265e1f1-69ab-45ff-8754-aa5875951df4,1
0a705b56-913a-451a-879c-7a062ba7564d,3f5b7706-7567-4bf7-a12f-c13cfab96e49,1
0a705b56-913a-451a-879c-7a062ba7564d,444c9514-f3ba-47ae-9f8e-9911266de8a5,1
0a705b56-913a-451a-879c-7a062ba7564d,646f7ea7-d56f-41b3-8b79-a0715923659b,1
0a705b56-913a-451a-879c-7a062ba7564d,75bbf6cf-8e7f-4b0e-a3ea-0b4c4f106691,1
0a705b56-913a-451a-879c-7a062ba7564d,8bc65aa4-9e9c-4bd7-940a-9eead1b6b2b1,1
0a705b56-913a-451a-879c-7a062ba7564d,aee9f5c4-c3dd-4b3e-a704-91c4e1876d14,1
0aa68333-8aa1-4b45-9e8e-f4df51efc4e2,22706fe6-a0ba-4da9-85f1-10017a521fe0,1
0aa68333-8aa1-4b45-9e8e-f4df51efc4e2,70f0f8d3-6f6a-4593-8612-775c140bc4c2,1
0aa68333-8aa1-4b45-9e8e-f4df51efc4e2,c8b41ca4-42d9-4554-9412-ece665018f51,1
0aa68333-8aa1-4b45-9e8e-f4df51efc4e2,e20a10d2-0be3-4ea1-9a73-f6ef7351bfbb,1
0bee418d-b7e5-4c9a-9642-cc059eb428a9,144fa98c-88e7-4ffa-b4ef-3d72a743ba31,1
0bee418d-b7e5-4c9a-9642-cc059eb428a9,5dfcbbeb-624c-4b9b-bbbd-86575739ea3b,1
0bee418d-b7e5-4c9a-9642-cc059eb428a9,65e0693f-c909-466d-92c2-df24f685d8dd,1
0cc5afc3-f1f0-44fd-a7ee-b150d3562a58,4145db9f-7c36-4565-ae51-e08354ab4b71,1
0ccf3e57-e5e5-4d6c-a3ea-7835bb453ec9,2f5c38f8-dae8-46cd-aa98-174f3825e534,1
0ccf3e57-e5e5-4d6c-a3ea-7835bb453ec9,341649ae-5f0b-4671-87f0-464d71372265,1
0ccf3e57-e5e5-4d6c-a3ea-7835bb453ec9,4c12e5cb-6bb0-4599-bb33-028ff50e0055,1
0dccb6d9-aab6-477c-8081-41f2c08b1f83,4cbf8798-07a0-4bfc-b366-62abc97930a7,1
0dccb6d9-aab6-477c-8081-41f2c08b1f83,6183c2d7-d1e1-40b4-bdaf-4d66849a18c9,1
0dccb6d9-aab6-477c-8081-41f2c08b1f83,84b4c70b-0dd0-4ab1-984f-6b9f5a9ce81d,1
0dccb6d9-aab6-477c-8081-41f2c08b1f83,b87af828-e75a-496c-83a8-4a7cbcc83211,1
0dccb6d9-aab6-477c-8081-41f2c08b1f83,bd28b3cc-7936-4612-9616-541376706c2a,1
0dccb6d9-aab6-477c-8081-41f2c08b1f83,ddf4386e-35d7-4167-b64d-540773b94ca7,1
11807cb7-d13f-4636-a5e4-fdbbb168cb00,1cdb2072-17dd-40a0-847c-500de0f2af4f,1
11807cb7-d13f-4636-a5e4-fdbbb168cb00,36d8b395-38e2-4ae8-8af5-63baa9e4a71e,1
11807cb7-d13f-4636-a5e4-fdbbb168cb00,45901d75-e120-4a33-af2a-118d3c4b3e72,1
11807cb7-d13f-4636-a5e4-fdbbb168cb00,8fc00801-27ad-420c-91cf-e8aec04652b2,1
11807cb7-d13f-4636-a5e4-fdbbb168cb00,e3f0befc-7c78-48a8-b8f3-833a3d915662,1
144fa98c-88e7-4ffa-b4ef-3d72a743ba31,2b683ec7-d429-4b65-9a25-4d8e350853c5,1
144fa98c-88e7-4ffa-b4ef-3d72a743ba31,4cbf8798-07a0-4bfc-b366-62abc97930a7,1
144fa98c-88e7-4ffa-b4ef-3d72a743ba31,6183c2d7-d1e1-40b4-bdaf-4d66849a18c9,1
144fa98c-88e7-4ffa-b4ef-3d72a743ba31,84b4c70b-0dd0-4ab1-984f-6b9f5a9ce81d,1
144fa98c-88e7-4ffa-b4ef-3d72a743ba31,bd28b3cc-7936-4612-9616-541376706c2a,1
144fa98c-88e7-4ffa-b4ef-3d72a743ba31,d77881cf-213c-4811-8b16-12036b0b63b5,1
15fb86bf-d07e-4875-b03c-9100461f0035,2af61f1e-114b-408f-88f2-434ea373a39e,1
15fb86bf-d07e-4875-b03c-9100461f0035,37340e03-3c2a-4dd4-ada7-ce8d18ed454f,1
15fb86bf-d07e-4875-b03c-9100461f0035,4249baf3-2d52-4701-8f56-56d033aaab3d,1
15fb86bf-d07e-4875-b03c-9100461f0035,919f696b-1d4c-4f96-8dfa-41344c6619de,1
15fb86bf-d07e-4875-b03c-9100461f0035,d68e4870-bc90-48da-89da-30053f7e3a87,1
175b9baf-2485-4ddf-9075-a395bcd6bd58,5ea0b673-e1a5-45ec-b61e-ec2b838258a7,1
175b9baf-2485-4ddf-9075-a395bcd6bd58,c8b41ca4-42d9-4554-9412-ece665018f51,1
175b9baf-2485-4ddf-9075-a395bcd6bd58,c9dc5cdc-7d7b-4f9f-95ef-61f516b2bc5f,1
175b9baf-2485-4ddf-9075-a395bcd6bd58,cf062282-f655-45d1-ac4f-870b4a2580f7,1
175b9baf-2485-4ddf-9075-a395bcd6bd58,d528b497-fb5e-44de-9cb4-1915a6b7e52b,1
175b9baf-2485-4ddf-9075-a395bcd6bd58,e20a10d2-0be3-4ea1-9a73-f6ef7351bfbb,1
175b9baf-2485-4ddf-9075-a395bcd6bd58,ed938a74-95eb-4635-a34d-5f633c5a676e,1
19fafff5-9a58-40cf-b91a-2e016480cd6a,34e3fe5a-9db5-467c-acec-dcfcab06b124,1
19fafff5-9a58-40cf-b91a-2e016480cd6a,38277776-b5f1-4dcf-be68-19218c098aab,1
19fafff5-9a58-40cf-b91a-2e016480cd6a,9de2163c-3f46-4d86-9755-2dd83cf6deb1,1
19fafff5-9a58-40cf-b91a-2e016480cd6a,aee9f5c4-c3dd-4b3e-a704-91c4e1876d14,1
1a5f00be-d7d3-4ff9-bff4-25b75a50728d,6068dbef-2e18-4064-9ca0-9c09fdf5b326,1
1a5f00be-d7d3-4ff9-bff4-25b75a50728d,7c60c56c-9160-41bd-99ee-5737494ab6b4,1
1a5f00be-d7d3-4ff9-bff4-25b75a50728d,7d51facc-24ea-4524-ab56-8aa95b8b2546,1
1a5f00be-d7d3-4ff9-bff4-25b75a50728d,9ce6611d-8f19-4ec2-99a8-4d10669d4d8c,1
1a5f00be-d7d3-4ff9-bff4-25b75a50728d,bc9e7d89-06d2-4530-918b-476dd9e81bda,1
1a5f00be-d7d3-4ff9-bff4-25b75a50728d,d65e12eb-8720-4673-b01e-105aeeb16614,1
1c557cd6-92f7-42aa-ba9f-10edab7070fd,22900d32-0de7-4a48-b016-8727779042cb,1
1c557cd6-92f7-42aa-ba9f-10edab7070fd,344f06b6-9ccb-4586-a522-2d1b6ed3a9ab,1
1c557cd6-92f7-42aa-ba9f-10edab7070fd,63e42117-5381-4f96-820a-5ab787e8e1b0,1
1c557cd6-92f7-42aa-ba9f-10edab7070fd,be66e959-3f23-4474-95a2-c6760f10f136,1
1c557cd6-92f7-42aa-ba9f-10edab7070fd,c2a0609e-8eb6-41c6-93b8-2a3f7e2c4348,1
1c557cd6-92f7-42aa-ba9f-10edab7070fd,c35f5e7b-0ec2-4834-9bc9-7b3eecb27948,1
1c557cd6-92f7-42aa-ba9f-10edab7070fd,cb55968f-b3f9-42bc-b886-4e04b8e188d2,1
1c557cd6-92f7-42aa-ba9f-10edab7070fd,f56f812d-23c0-4555-a288-769161002128,1
1cdb2072-17dd-40a0-847c-500de0f2af4f,45901d75-e120-4a33-af2a-118d3c4b3e72,1
1cdb2072-17dd-40a0-847c-500de0f2af4f,836c8c18-fa1b-4436-8adf-c3d48ae38b69,1
1cdb2072-17dd-40a0-847c-500de0f2af4f,8402c768-8884-4812-84e3-068073995695,1
1cdb2072-17dd-40a0-847c-500de0f2af4f,b00ff951-8512-4ee1-8d43-710964ff4f7c,1
1cdb2072-17dd-40a0-847c-500de0f2af4f,e3f0befc-7c78-48a8-b8f3-833a3d915662,1
207e6bea-30de-4dba-857d-38c5a923a6d2,54204414-198c-467c-a9dc-d23e73eb24ec,1
207e6bea-30de-4dba-857d-38c5a923a6d2,8fec0457-fcf4-416c-9181-050aa4c77f2f,1
20fd4a1f-ecff-45c0-8921-08e7915fb8bb,348f8b09-3ec4-47fc-8593-121569e762b3,1
20fd4a1f-ecff-45c0-8921-08e7915fb8bb,3bfb91ad-6d38-4aaf-871f-4aca5d481d90,1
20fd4a1f-ecff-45c0-8921-08e7915fb8bb,3df17fd0-1005-451f-b230-397270c49ed5,1
20fd4a1f-ecff-45c0-8921-08e7915fb8bb,4690607f-11f8-4ca4-8c43-0531e4161ab8,1
20fd4a1f-ecff-45c0-8921-08e7915fb8bb,7931d8a6-c4ea-4f1f-bd55-45c08c88453d,1
20fd4a1f-ecff-45c0-8921-08e7915fb8bb,b3f6d25a-4622-46df-b4e9-2bdf4df2b233,1
20fd4a1f-ecff-45c0-8921-08e7915fb8bb,cd4a9090-b49f-4fc4-a461-5a48258e07c0,1
20fd4a1f-ecff-45c0-8921-08e7915fb8bb,f162296f-df74-4f08-8ddc-7450992b657c,1
22706fe6-a0ba-4da9-85f1-10017a521fe0,5ea0b673-e1a5-45ec-b61e-ec2b838258a7,1
22706fe6-a0ba-4da9-85f1-10017a521fe0,70f0f8d3-6f6a-4593-8612-775c140bc4c2,1
